Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB Type,Gender,Population,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
South Africa,South Africa,TB incidence,National,0,100,"344,106","47,660,111",0.0072,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2005,2005,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?"
South Africa,South Africa,TB incidence,National,0,100,"383,784","48,274,717",0.0080,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2006,2006,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"394,061","48,890,943",0.0081,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2007,2007,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"420,131","49,543,750",0.0085,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2008,2008,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?
?"
South Africa,South Africa,TB incidence,National,0,100,"417,386","50,226,956",0.0083,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2009,2009,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"421,838","50,885,163",0.0083,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2010,2010,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?"
South Africa,South Africa,TB incidence,National,0,100,"431,958","51,607,885",0.0084,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2011,2011,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?"
South Africa,South Africa,TB incidence,National,0,100,"404,540","52,266,150",0.0077,,"Definite (e.g., culture positive)",Both,Community,,"
  ",2012,2012,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?"
South Africa,South Africa,TB incidence,National,0,100,"45,573","6,338,387",0.0072,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2004,2004,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?"
South Africa,South Africa,TB incidence,National,0,100,"50,383","6,369,532",0.0079,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2005,2005,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"59,568","6,398,281",0.0093,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2006,2006,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"62,022","6,433,817",0.0096,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2007,2007,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"74,398","6,458,160",0.0115,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2008,2008,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"71,183","6,488,879",0.0110,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2009,2009,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"70,871","6,519,871",0.0109,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2010,2010,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"73,020","6,554,758",0.0111,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province",2011,2011,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"72,101","6,584,566",0.0110,,"Definite (e.g., culture positive)",Both,Community,,"
?Eastern Cape province
 ",2012,2012,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"17,773","2,725,920",0.0065,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2004,2004,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"18,003","2,727,727",0.0066,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2005,2005,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"19,291","2,728,571",0.0071,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2006,2006,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"19,030","2,730,273",0.0070,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2007,2007,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"20,763","2,735,573",0.0076,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2008,2008,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"19,918","2,735,989",0.0073,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2009,2009,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"19,804","2,739,143",0.0072,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2010,2010,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"18,965","2,744,573",0.0069,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2011,2011,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,Site,0,100,"18,725","2,749,633",0.0068,,"Definite (e.g., culture positive)",Both,Community,,"
?Free State province
 ",2012,2012,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"56,255","10,495,336",0.0054,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2004,2004,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"72,537","11,091,284",0.0065,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2005,2005,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"72,537","10,957,251",0.0066,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2006,2006,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"69,435","11,199,194",0.0062,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2007,2007,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"71,944","11,437,838",0.0063,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2008,2008,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"68,904","11,698,472",0.0059,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2009,2009,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"69,031","11,943,080",0.0058,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2010,2010,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"66,586","12,195,238",0.0055,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2011,2011,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"58,108","12,469,528",0.0047,,"Definite (e.g., culture positive)",Both,Community,,"
?Gauteng province
 ",2012,2012,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"66,635","9,519,286",0.0070,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2004,2004,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"78,995","9,610,097",0.0082,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2005,2005,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"89,471","9,714,549",0.0092,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2006,2006,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,Site,0,100,"98,278","9,817,982",0.0100,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2007,2007,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"102,073","9,919,631",0.0103,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2008,2008,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"109,560","10,023,788",0.0109,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2009,2009,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"121,111","10,126,338",0.0120,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2010,2010,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"133,823","10,238,944",0.0131,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2011,2011,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"121,911","10,348,981",0.0118,,"Definite (e.g., culture positive)",Both,Community,,"
?KwaZulu-Natal (estimated incidence imputed)
 ",2012,2012,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
South Africa,South Africa,TB incidence,National,0,100,"9,910","4,955,000",0.0020,,"Definite (e.g., culture positive)",Both,Community,,"
?Limpopo
 ",2004,2004,"
Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-2012: a time series analysis ?
?"
